"ID","LST_Day_1km","QC_Day","Day_view_time","Day_view_angl","LST_Night_1km","QC_Night","Night_view_time","Night_view_angl","Emis_31","Emis_32","Clear_day_cov","Clear_night_cov","filename"
8,293.273333333333,62.7142857142857,10.6,-12.6666666666667,280.453333333333,75.6666666666667,22.6,61,0.974888888888889,0.978666666666667,1,1.4555,"2022321052923.hdf"
9,292.6115,73.6857142857143,10.6,-13,278.4875,62.7142857142857,22.6,61,0.97135,0.97705,1.011475,1.8550375,"2022321052923.hdf"
1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022321055209.hdf"
2,NA,2.04347826086957,NA,NA,NA,2.04347826086957,NA,NA,NA,NA,NA,NA,"2022321055209.hdf"
3,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022321055209.hdf"
4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022321055209.hdf"
5,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022321055209.hdf"
6,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022321055209.hdf"
7,NA,2.03125,NA,NA,NA,2.03125,NA,NA,NA,NA,NA,NA,"2022321055209.hdf"
8,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022321055209.hdf"
9,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022321055209.hdf"
1,294.992727272727,84.7894736842105,10.3,-38,NA,2,NA,NA,0.970181818181818,0.976181818181818,0.573772727272727,NA,"2022321120410.hdf"
2,293.234285714286,59.8695652173913,10.3,-38,NA,2.04347826086957,NA,NA,0.980428571428572,0.982285714285715,0.781339285714286,NA,"2022321120410.hdf"
3,295.765,54,10.3,-38,NA,2,NA,NA,0.9715,0.977,0.503375,NA,"2022321120410.hdf"
4,293.744444444444,18.1891891891892,10.3,-38,NA,2,NA,NA,0.977777777777778,0.982444444444444,0.854333333333333,NA,"2022321120410.hdf"
5,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022321120410.hdf"
6,294.7,5.17777777777778,10.3,-38,NA,2,NA,NA,0.97,0.976,0.169,NA,"2022321120410.hdf"
7,294.665,61.53125,10.3,-37.625,NA,2.03125,NA,NA,0.972125,0.977625,0.73596875,NA,"2022321120410.hdf"
8,294.9525,90,10.3,-38,NA,2,NA,NA,0.977,0.98,1.4153125,NA,"2022321120410.hdf"
9,293.713333333333,27.375,10.3,-38,NA,2,NA,NA,0.971555555555556,0.977111111111111,0.660166666666667,NA,"2022321120410.hdf"
1,286.416842105263,127.315789473684,11,32,283.4625,62.2105263157895,21.4,-41.375,0.970105263157895,0.975999999999999,0.997789473684211,0.6153125,"2022321152513.hdf"
2,286.156097560976,79.4166666666667,11,32.4878048780488,286.479428571429,64.5869565217391,21.4,-41,0.980790697674418,0.982093023255814,0.957085365853658,0.783657142857143,"2022321152513.hdf"
3,286.652727272727,145,11,32,279.351428571429,93,21.4,-41,0.970181818181818,0.976,0.795454545454545,0.603285714285714,"2022321152513.hdf"
4,285.764864864865,124.243243243243,11,32,278.794285714286,29.0540540540541,21.4,-41,0.971405405405405,0.977189189189189,1.07539189189189,0.460571428571429,"2022321152513.hdf"
5,286.882857142857,145,11,32.5,281.570909090909,114.357142857143,21.4,-41,0.97,0.976,1.22175,0.739545454545455,"2022321152513.hdf"
6,285.842272727273,126.177777777778,11,32.5681818181818,282.415714285714,90.9777777777778,21.4,-41,0.970266666666666,0.976266666666666,0.794090909090909,0.613178571428571,"2022321152513.hdf"
7,287.359310344828,104.125,11,32.9655172413793,285.686666666667,85.875,21.4,-41,0.972068965517242,0.977241379310345,0.923431034482759,0.541714285714286,"2022321152513.hdf"
8,286.857777777778,125,11,32.1111111111111,283.5375,102.444444444444,21.4,-41,0.975555555555556,0.979111111111111,0.995666666666667,0.5963125,"2022321152513.hdf"
9,285.855897435897,123.825,11,32,NA,2,NA,NA,0.971538461538461,0.977282051282051,1.08064102564103,NA,"2022321152513.hdf"
1,284.775,32.1052631578947,10,-55,276.348421052632,89.4210526315789,22,28,0.970315789473684,0.976105263157894,0.75525,0.997315789473684,"2022321195755.hdf"
2,283.718461538462,73.8913043478261,10,-54.8717948717949,277.113809523809,76.9565217391304,22,28.4285714285714,0.977627906976744,0.977674418604652,1.31316666666667,0.896988095238095,"2022321195755.hdf"
3,284.9,28,10,-55,276.509090909091,115.909090909091,22,28,0.970181818181818,0.976,0.0545,0.847909090909091,"2022321195755.hdf"
4,284.376666666667,48.3783783783784,10,-55,276.291891891892,88.0588235294118,22,28.3783783783784,0.971621621621621,0.977297297297297,0.5415,1.18675675675676,"2022321195755.hdf"
5,284.928,53.0714285714286,10,-54.4,276.531428571429,135.857142857143,22,29,0.97,0.976,0.3039,0.8425,"2022321195755.hdf"
6,284.663125,103.688888888889,10,-54.65625,276.319555555556,79.2222222222222,22,29,0.970355555555555,0.976355555555555,0.863796875,1.20062222222222,"2022321195755.hdf"
7,285.164166666667,100.28125,10,-54.3333333333333,277.011724137931,100.625,22,29,0.972,0.976551724137931,0.600520833333333,0.920379310344828,"2022321195755.hdf"
8,285.36,33.7777777777778,10,-55,277.113333333333,105.888888888889,22,28.6666666666667,0.973777777777778,0.978,0.55475,0.992277777777778,"2022321195755.hdf"
9,NA,2,NA,NA,275.9485,77.4444444444444,22,28,0.971399999999999,0.977149999999999,NA,1.1229875,"2022321195755.hdf"
1,NA,2,NA,NA,273.858947368421,131.526315789474,21.1,-56.0526315789474,0.970842105263158,0.976210526315789,NA,1.76934210526316,"2022321200627.hdf"
2,NA,2.04347826086957,NA,NA,275.88380952381,76.2608695652174,21.1,-56,0.977142857142857,0.977047619047619,NA,1.38247619047619,"2022321200627.hdf"
3,NA,2,NA,NA,274.246,102.909090909091,21.1,-56,0.9704,0.976,NA,0.95275,"2022321200627.hdf"
4,NA,2,NA,NA,273.662702702703,77,21.1,-56,0.971459459459459,0.977135135135135,NA,1.5087027027027,"2022321200627.hdf"
5,NA,2,NA,NA,274.057142857143,135.857142857143,21.1,-56,0.97,0.976,NA,1.62014285714286,"2022321200627.hdf"
6,NA,2,NA,NA,273.886222222222,75.3111111111111,21.1,-56,0.970444444444444,0.97631111111111,NA,1.35088888888889,"2022321200627.hdf"
7,NA,2.03125,NA,NA,274.584137931034,109.125,21.1,-56,0.971862068965517,0.976068965517241,NA,1.71031034482759,"2022321200627.hdf"
8,NA,2,NA,NA,274.733333333333,88.1111111111111,21.1,-56,0.973333333333333,0.976,NA,1.58944444444444,"2022321200627.hdf"
9,NA,2,NA,NA,273.1545,67.4,21.1,-56,0.9719,0.97745,NA,1.4921875,"2022321200627.hdf"
1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022322021403.hdf"
2,NA,2.04347826086957,NA,NA,NA,2.04347826086957,NA,NA,NA,NA,NA,NA,"2022322021403.hdf"
3,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022322021403.hdf"
4,278.46,17.4594594594595,11.4,58,NA,2,NA,NA,0.97,0.976,0.267,NA,"2022322021403.hdf"
5,280.548888888889,93.9285714285714,11.4,58,NA,2,NA,NA,0.97,0.976,0.946444444444445,NA,"2022322021403.hdf"
6,278.703529411765,56.0222222222222,11.4,58,NA,2,NA,NA,0.97,0.976,0.728970588235294,NA,"2022322021403.hdf"
7,281.305217391304,88.8125,11.4,58,NA,2.03125,NA,NA,0.972956521739131,0.975999999999999,1.26576086956522,NA,"2022322021403.hdf"
8,281.3,10.7777777777778,11.4,58,NA,2,NA,NA,0.974,0.976,2,NA,"2022322021403.hdf"
9,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022322021403.hdf"
1,281.991578947368,107.105263157895,10.5,-23.6842105263158,262.94,5.31578947368421,22.5,57,0.970421052631579,0.976315789473684,0.942526315789474,0.8745,"2022322133328.hdf"
2,281.740476190476,84.5172413793103,10.5,-23,262.94,6.15217391304348,22.5,57,0.97995238095238,0.981571428571429,0.900785714285715,0.429333333333333,"2022322133328.hdf"
3,282.264,132,10.5,-23,262.94,7.72727272727273,22.5,57,0.9704,0.9762,0.6886,0.2515,"2022322133328.hdf"
4,281.239444444444,127.297297297297,10.5,-23.1666666666667,273.895714285714,49.6216216216216,22.5,57,0.971722222222222,0.9775,0.715611111111111,0.913714285714286,"2022322133328.hdf"
5,282.565714285714,145,10.5,-23,NA,2,NA,NA,0.97,0.976,1.00796428571429,NA,"2022322133328.hdf"
6,282.348888888889,94.8666666666667,10.5,-23,275.017142857143,46.4888888888889,22.5,57,0.970399999999999,0.976355555555555,0.991744444444444,0.751571428571429,"2022322133328.hdf"
7,282.808275862069,116.625,10.5,-23,NA,2.03125,NA,NA,0.971862068965517,0.977034482758621,0.836293103448276,NA,"2022322133328.hdf"
8,282.808888888889,95.2222222222222,10.5,-23,262.94,44,22.5,57,0.975777777777778,0.979111111111111,0.773333333333333,0.551166666666667,"2022322133328.hdf"
9,281.392307692308,119.025,10.5,-23.974358974359,274.155862068966,80.075,22.5,57,0.97135,0.97715,0.955294871794872,1.22406896551724,"2022322133328.hdf"
1,282.442105263158,74.2631578947368,11.1,44,272.684210526316,138.263157894737,21.5,-28,0.970315789473684,0.976210526315789,0.996657894736842,0.897973684210526,"2022323112531.hdf"
2,282.268181818182,53.5454545454545,11.15,44.4772727272727,273.5955,73.8695652173913,21.5,-27.925,0.979590909090909,0.980818181818182,1.07618181818182,1.0315125,"2022323112531.hdf"
3,282.694545454545,81,11.1,44,272.921818181818,121.727272727273,21.5,-28,0.970181818181818,0.976,1.73559090909091,0.958772727272727,"2022323112531.hdf"
4,281.818918918919,74.3793103448276,11.1027027027027,44,272.653333333333,106.540540540541,21.5,-27.9722222222222,0.971567567567567,0.977243243243243,1.16771621621622,0.919138888888889,"2022323112531.hdf"
5,283.072857142857,81,11.1928571428571,44.5714285714286,273.197142857143,145,21.5,-27.2857142857143,0.97,0.976,1.57917857142857,0.88275,"2022323112531.hdf"
6,282.475555555555,76.6363636363636,11.1933333333333,44.5777777777778,273.268888888889,90.1428571428571,21.5,-27.0222222222222,0.970399999999999,0.97631111111111,1.0446,1.00026666666667,"2022323112531.hdf"
7,283.028965517241,67.1935483870968,11.2,45,273.869285714286,114.65625,21.5,-27,0.972068965517241,0.977034482758621,1.48851724137931,0.921071428571429,"2022323112531.hdf"
8,282.74,59.6666666666667,11.1333333333333,44.1111111111111,273.691111111111,105.888888888889,21.5,-28,0.974,0.978222222222222,1.69561111111111,1.27711111111111,"2022323112531.hdf"
9,281.8525,75.1818181818182,11.1,44,272.05,94.05,21.5,-28,0.971549999999999,0.9774,1.3944,0.730066666666667,"2022323112531.hdf"
1,281.223157894737,145,10.2,-45.4736842105263,273.592631578947,74.2631578947368,22.2,41.4736842105263,0.970315789473684,0.976105263157894,0.830947368421053,0.997842105263158,"2022324212455.hdf"
2,280.984736842105,70.9111111111111,10.2,-45,274.502857142857,67.2173913043478,22.2,42,0.979767441860465,0.98093023255814,1.18590789473684,1.12670238095238,"2022324212455.hdf"
3,281.607272727273,145,10.2,-45,273.785454545455,81,22.2,42,0.970181818181818,0.976,1.02163636363636,1.16172727272727,"2022324212455.hdf"
4,280.804324324324,129.484848484848,10.2,-45.027027027027,273.565945945946,37.7058823529412,22.2,42,0.971405405405405,0.977297297297297,1.36605405405405,1.41252702702703,"2022324212455.hdf"
5,281.927142857143,145,10.2,-45,274.032857142857,81,22.2,42,0.97,0.976,1.09007142857143,1.24685714285714,"2022324212455.hdf"
6,281.555348837209,131.533333333333,10.2,-45,273.885777777778,41.7272727272727,22.2,42,0.970488888888888,0.976488888888888,1.23803488372093,1.40508888888889,"2022324212455.hdf"
7,281.92962962963,106.6875,10.2,-45,274.056428571429,69.65625,22.2,42,0.972066666666667,0.976866666666667,0.7185,0.888553571428572,"2022324212455.hdf"
8,281.94,65.5555555555556,10.2,-45,274.184444444444,72.1111111111111,22.2,42,0.973555555555555,0.978,0.431625,0.963666666666666,"2022324212455.hdf"
9,280.538421052632,118.25,10.2,-45.6578947368421,273.1175,33.4571428571429,22.2,41.525,0.9716,0.9774,1.22418421052632,1.3009625,"2022324212455.hdf"
1,277.850526315789,17,10.9,23,272.125263157895,74.2631578947368,21.3,-48,0.970315789473684,0.976210526315789,1.02552631578947,1.74805263157895,"2022325191955.hdf"
2,278.178139534884,14.952380952381,10.9,23.4186046511628,273.246666666667,65.8260869565217,21.3,-48,0.979906976744186,0.981581395348837,0.908930232558139,1.33353571428571,"2022325191955.hdf"
3,278.218181818182,17,10.9,23,272.334545454545,51.9090909090909,21.3,-48,0.970181818181818,0.976,1.22563636363636,1.34668181818182,"2022325191955.hdf"
4,277.361621621622,17,10.9,23,272.309189189189,21.4444444444444,21.3,-48,0.971621621621621,0.977405405405405,0.997486486486487,1.13624324324324,"2022325191955.hdf"
5,278.524285714286,17,10.9,23.5,273.527142857143,58.1428571428571,21.3,-47.5,0.97,0.976,0.995142857142857,1.46828571428571,"2022325191955.hdf"
6,278.221333333333,64.2380952380952,10.9,23.4666666666667,272.867111111111,21.2666666666667,21.3,-47.2,0.970488888888888,0.976355555555555,1.05993333333333,1.06494444444444,"2022325191955.hdf"
7,278.734193548387,27.2,10.9,23.9354838709677,274.15724137931,71.125,21.3,-47.2413793103448,0.97258064516129,0.977548387096774,0.946887096774193,1.50570689655172,"2022325191955.hdf"
8,278.533333333333,17,10.9,23,273.782222222222,81,21.3,-48,0.975777777777778,0.979333333333333,1.28505555555556,1.94838888888889,"2022325191955.hdf"
9,277.2765,17,10.9,22.875,271.591,25,21.3,-48,0.97165,0.97725,1.061425,1.397425,"2022325191955.hdf"
1,279.908421052632,118.052631578947,10.5263157894737,-14.2105263157895,268.654736842105,81,21.9,18,0.970315789473684,0.975999999999999,1.49605263157895,0.88921052631579,"2022326100614.hdf"
2,279.302857142857,78,9.98095238095237,-53.3571428571429,269.418095238095,66.1739130434783,21.9,18.5,0.976136363636363,0.976272727272727,1.10533333333333,0.734404761904762,"2022326100614.hdf"
3,280.296363636364,139.181818181818,10.2090909090909,-36.8181818181818,268.906,73.8181818181818,21.9,18,0.970363636363636,0.976,1.01336363636364,0.8189,"2022326100614.hdf"
4,279.494594594595,117.324324324324,11.6,64,269.012222222222,77.5675675675676,21.9,18.5833333333333,0.971135135135135,0.976864864864864,1.92987837837838,0.859305555555556,"2022326100614.hdf"
5,280.33,140.428571428571,11.1142857142857,28.8571428571429,269.3,81,21.9,19,0.970142857142857,0.976,1.43825,0.84625,"2022326100614.hdf"
6,279.651111111111,137.888888888889,11.6,64,269.118666666667,81,21.9155555555555,19,0.970533333333333,0.976399999999999,1.97918888888889,0.996755555555556,"2022326100614.hdf"
7,280.3832,95.75,10.58,-9.8,269.46,66.21875,21.9192307692308,19,0.972466666666667,0.975866666666667,0.8398,0.753942307692308,"2022326100614.hdf"
8,280.48,102.333333333333,10.0888888888889,-45.3333333333333,270.191111111111,75.6666666666667,21.9,19,0.972444444444444,0.975777777777778,1.41288888888889,0.776722222222222,"2022326100614.hdf"
9,279.3905,81.4,11.6,64,268.2735,79,21.9,18,0.97255,0.97785,1.9145,0.8312125,"2022326100614.hdf"
1,286.291578947368,77.6315789473684,10.6,-6,271.976842105263,94.4736842105263,21,-61,0.970526315789474,0.976315789473684,0.994184210526316,1.27147368421053,"2022327153626.hdf"
2,285.058139534884,57.2777777777778,10.6,-5.3953488372093,272.671818181818,81.8,21.0727272727273,-55.0454545454545,0.979727272727272,0.981318181818182,0.898790697674419,1.67615909090909,"2022327153626.hdf"
3,286.441818181818,81,10.6,-6,271.858181818182,81,21,-60.9090909090909,0.97,0.976,1,1.27977272727273,"2022327153626.hdf"
4,285.611891891892,81,10.6,-5.97297297297297,272.142702702703,68.2,21,-60.3243243243243,0.971729729729729,0.977405405405405,0.979945945945946,1.98517567567568,"2022327153626.hdf"
5,286.418571428571,81,10.6,-5.14285714285714,272.318571428571,94.7142857142857,21,-60,0.97,0.976,0.956714285714286,1.14367857142857,"2022327153626.hdf"
6,286.580888888889,76.4285714285714,10.6,-5.08888888888889,272.267555555556,78.1555555555556,21,-60,0.970533333333333,0.976355555555555,0.996422222222222,1.86792222222222,"2022327153626.hdf"
7,285.604285714286,66.2333333333333,10.6,-5,272.710344827586,101.625,21,-60,0.971931034482759,0.977103448275862,0.885946428571429,1.56874137931034,"2022327153626.hdf"
8,285.495555555556,73,10.6,-5.66666666666667,272.551111111111,81,21,-60.1111111111111,0.975555555555556,0.979111111111111,0.989388888888889,1.54522222222222,"2022327153626.hdf"
9,285.6935,77.1212121212121,10.6,-6,271.7495,54.6470588235294,21,-60.975,0.9713,0.977,0.9853,1.91425,"2022327153626.hdf"
1,287.976842105263,81,11.3,53,273.854736842105,124.789473684211,21.7,-11.3684210526316,0.970736842105263,0.976210526315789,1.99694736842105,0.926210526315789,"2022328221856.hdf"
2,286.86,63.6,11.3,53.5227272727273,273.413170731707,78.3695652173913,21.7,-11,0.978045454545455,0.977500000000001,1.55643181818182,0.735841463414634,"2022328221856.hdf"
3,287.925454545455,81,11.3,53,273.612727272727,145,21.7,-11,0.970363636363636,0.976,1.44845454545455,0.812727272727273,"2022328221856.hdf"
4,287.508648648649,67.4242424242424,11.3,53,273.855675675676,104.272727272727,21.7,-11,0.971459459459459,0.977297297297297,1.45252702702703,0.964337837837838,"2022328221856.hdf"
5,288.007142857143,81,11.3,53.6428571428571,273.974285714286,145,21.7,-10.6428571428571,0.97,0.976,0.999392857142857,0.682214285714286,"2022328221856.hdf"
6,287.955555555556,75.3111111111111,11.3,53.6222222222222,274.006222222222,94.0909090909091,21.7,-10.4,0.970533333333333,0.976266666666666,1.86797777777778,0.976188888888889,"2022328221856.hdf"
7,287.352666666667,68.9655172413793,11.3,54,274.54,112.1875,21.7,-10.4444444444444,0.972466666666667,0.9764,1.23928333333333,0.644018518518518,"2022328221856.hdf"
8,287.382222222222,81,11.3,53.3333333333333,275.208888888889,100.555555555556,21.7,-11,0.974222222222222,0.976888888888889,1.58683333333333,0.521444444444444,"2022328221856.hdf"
9,287.539,67.1621621621622,11.3,53,273.1995,94.0526315789474,21.7,-11.125,0.97175,0.9776,1.4915125,0.9573375,"2022328221856.hdf"
1,285.862105263158,121.421052631579,10.4,-33,275.443157894737,70.8947368421053,22.4,51.9473684210526,0.970526315789474,0.976315789473684,0.968684210526316,1.41255263157895,"2022329230602.hdf"
2,284.459047619048,77.6341463414634,10.4,-32.5952380952381,275.011162790698,39.875,22.4,52,0.979813953488372,0.981581395348837,0.78947619047619,1.18998837209302,"2022329230602.hdf"
3,286.441818181818,115.909090909091,10.4,-33,275.492727272727,81,22.4,52,0.97,0.976,1.49190909090909,1.94031818181818,"2022329230602.hdf"
4,285.392432432432,74.8064516129032,10.4,-33,275.331351351351,77,22.4,52,0.971567567567567,0.977351351351351,0.997567567567568,1.34451351351351,"2022329230602.hdf"
5,286.529230769231,134.785714285714,10.4,-32.5384615384615,275.094285714286,81,22.4,52,0.97,0.976,0.741653846153846,1.9925,"2022329230602.hdf"
6,286.307111111111,97.7111111111111,10.4,-32.4222222222222,275.425777777778,73.8888888888889,22.4,52,0.970444444444444,0.976355555555555,0.960266666666667,1.33624444444444,"2022329230602.hdf"
7,286.484615384615,114.21875,10.4,-32,275.185185185185,65.1875,22.4,52,0.971172413793104,0.976344827586207,0.81,1.24109259259259,"2022329230602.hdf"
8,286.191111111111,127.222222222222,10.4,-32.8888888888889,276.2,81,22.4,52,0.975555555555556,0.978888888888889,1.00438888888889,1.14805555555556,"2022329230602.hdf"
9,284.802,70.7435897435897,10.4,-33,274.6415,55.0540540540541,22.4,52,0.97145,0.97715,1.1744125,1.4134125,"2022329230602.hdf"
1,284.11,56.2105263157895,11,37,NA,2,NA,NA,0.9706,0.9764,0.7268,NA,"2022330131359.hdf"
2,280.64,5.47826086956522,11,37,NA,2.04347826086957,NA,NA,0.97,0.976,0.414,NA,"2022330131359.hdf"
3,276.026666666667,45.0909090909091,11,37,NA,2,NA,NA,0.97,0.976,0.523166666666667,NA,"2022330131359.hdf"
4,279.412,74.5675675675676,11,37,NA,2,NA,NA,0.971714285714285,0.977485714285714,1.00665714285714,NA,"2022330131359.hdf"
5,278.51,35.8571428571429,11,37,NA,2,NA,NA,0.97,0.976,0.990916666666667,NA,"2022330131359.hdf"
6,280.2675,44.1333333333333,11,37.1666666666667,NA,2,NA,NA,0.97025,0.976249999999999,0.730020833333333,NA,"2022330131359.hdf"
7,NA,2.03125,NA,NA,NA,2.03125,NA,NA,NA,NA,NA,NA,"2022330131359.hdf"
8,278.05,37.1111111111111,11,37,NA,2,NA,NA,0.97,0.976,0.810125,NA,"2022330131359.hdf"
9,282.02947368421,91.45,11,37,NA,2,NA,NA,0.971684210526315,0.977368421052631,0.887894736842105,NA,"2022330131359.hdf"
1,286.135714285714,107.368421052632,10.1,-51.7142857142857,277.022105263158,81,22.1,33.7894736842105,0.97021052631579,0.975999999999999,0.440178571428571,0.997605263157895,"2022331125603.hdf"
2,284.645,70.8604651162791,10.1,-51,276.722272727273,71.1621621621622,22.1,34,0.979181818181818,0.979318181818182,1.22618055555556,1.00115909090909,"2022331125603.hdf"
3,286.324,132,10.1,-51.4,277.125454545455,81,22.1,34,0.97,0.976,0.98175,1.4035,"2022331125603.hdf"
4,285.732727272727,107.918918918919,10.1,-51.3939393939394,277.251351351351,73.4705882352941,22.1,34,0.971567567567567,0.977297297297297,1.12109090909091,1.12921621621622,"2022331125603.hdf"
5,286.274545454545,114.357142857143,10.1,-51,277.374285714286,81,22.1,34,0.97,0.976,1.29731818181818,1.54546428571429,"2022331125603.hdf"
6,286.202926829268,130.511111111111,10.1,-51,277.787555555556,76.6363636363636,22.1,34.0222222222222,0.970088888888888,0.976088888888888,1.07509756097561,1.13254444444444,"2022331125603.hdf"
7,285.869090909091,51.1875,10.1,-51,277.274285714286,69.65625,22.1,34,0.9725,0.977285714285714,0.576681818181818,0.979,"2022331125603.hdf"
8,286.506666666667,49.6666666666667,10.1,-51,277.788888888889,78.7142857142857,22.1,34,0.973777777777778,0.978,0.265666666666667,0.997277777777778,"2022331125603.hdf"
9,285.597333333333,101.65,10.1,-52,276.7335,73.4705882352941,22.1,33.975,0.9718,0.97745,0.813666666666667,1.1973,"2022331125603.hdf"
1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022332131615.hdf"
2,NA,2.04347826086957,NA,NA,NA,2.04347826086957,NA,NA,NA,NA,NA,NA,"2022332131615.hdf"
3,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022332131615.hdf"
4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022332131615.hdf"
5,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022332131615.hdf"
6,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022332131615.hdf"
7,NA,2.03125,NA,NA,NA,2.03125,NA,NA,NA,NA,NA,NA,"2022332131615.hdf"
8,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022332131615.hdf"
9,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022332131615.hdf"
1,NA,2,NA,NA,283.011578947368,70.8947368421053,21.8,7,0.970315789473684,0.976105263157894,NA,0.942105263157895,"2022333143251.hdf"
2,281.153333333333,20.695652173913,11.5,60,282.888780487805,66.5277777777778,21.8024390243902,7.36585365853659,0.978390243902439,0.980829268292683,0.477416666666667,0.849512195121951,"2022333143251.hdf"
3,NA,2,NA,NA,282.961818181818,28.6363636363636,21.8,7,0.97,0.976,NA,0.959136363636364,"2022333143251.hdf"
4,NA,2,NA,NA,283.232432432432,70.0285714285714,21.8,7.32432432432432,0.971513513513513,0.977351351351351,NA,0.959189189189189,"2022333143251.hdf"
5,NA,2,NA,NA,283.371428571429,35.2857142857143,21.8142857142857,8,0.97,0.976,NA,0.916142857142857,"2022333143251.hdf"
6,NA,2,NA,NA,282.883111111111,53.6222222222222,21.8444444444444,8,0.970488888888888,0.976399999999999,NA,0.943033333333333,"2022333143251.hdf"
7,NA,2.03125,NA,NA,283.362857142857,39.2413793103448,21.85,8,0.971714285714286,0.976928571428571,NA,0.842589285714286,"2022333143251.hdf"
8,NA,2,NA,NA,283.422222222222,55.4,21.8,7.66666666666667,0.976,0.979111111111111,NA,0.868,"2022333143251.hdf"
9,NA,2,NA,NA,283.377931034483,64.4324324324324,21.8,7,0.972068965517241,0.977862068965517,NA,0.904413793103448,"2022333143251.hdf"
1,NA,2,NA,NA,275.464,63.7894736842105,22.5,59.1,0.9712,0.976,NA,0.93765,"2022335025217.hdf"
2,NA,2.04347826086957,NA,NA,276.449523809524,74.5217391304348,22.5,59.6904761904762,0.976571428571429,0.975523809523809,NA,1.25059523809524,"2022335025217.hdf"
3,NA,2,NA,NA,276.398181818182,139.181818181818,22.5,59.4545454545455,0.970181818181818,0.976,NA,1.52622727272727,"2022335025217.hdf"
4,NA,2,NA,NA,276.748571428571,122.567567567568,22.5,59.8,0.971771428571428,0.977428571428571,NA,1.46247142857143,"2022335025217.hdf"
5,NA,2,NA,NA,277.087142857143,140.428571428571,22.5,60,0.97,0.976,NA,1.57760714285714,"2022335025217.hdf"
6,NA,2,NA,NA,276.622222222222,133.622222222222,22.5,60,0.970666666666666,0.976533333333333,NA,1.62042222222222,"2022335025217.hdf"
7,NA,2.03125,NA,NA,277.246666666667,106.09375,22.5,60,0.972066666666667,0.975999999999999,NA,1.372,"2022335025217.hdf"
8,NA,2,NA,NA,276.875555555556,93.4444444444444,22.5,60,0.972666666666667,0.976,NA,1.81072222222222,"2022335025217.hdf"
9,NA,2,NA,NA,275.967619047619,58.275,22.5,59.0476190476191,0.973142857142857,0.97847619047619,NA,1.03942857142857,"2022335025217.hdf"
1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022336113222.hdf"
2,NA,2.04347826086957,NA,NA,NA,2.04347826086957,NA,NA,NA,NA,NA,NA,"2022336113222.hdf"
3,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022336113222.hdf"
4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022336113222.hdf"
5,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022336113222.hdf"
6,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022336113222.hdf"
7,NA,2.03125,NA,NA,NA,2.03125,NA,NA,NA,NA,NA,NA,"2022336113222.hdf"
8,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022336113222.hdf"
9,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2022336113222.hdf"
1,280.381052631579,140.789473684211,10.2,-41,275.794736842105,54.0526315789474,22.3,46,0.970526315789474,0.976421052631579,0.916921052631579,0.998342105263158,"2022350201627.hdf"
2,279.780512820513,80.8478260869565,10.2307692307692,-40.8717948717949,276.180930232558,48.4761904761905,22.3,46,0.979863636363636,0.981454545454546,0.979833333333333,1.31225581395349,"2022350201627.hdf"
3,280.630909090909,139.181818181818,10.2,-41,275.987272727273,81,22.3,46,0.970181818181818,0.976181818181818,1.14322727272727,1.12495454545455,"2022350201627.hdf"
4,279.786486486487,123,10.2,-41,276.028108108108,60.8857142857143,22.3,46,0.971675675675675,0.977459459459459,1.14218918918919,1.58409459459459,"2022350201627.hdf"
5,280.678571428571,145,10.2357142857143,-40.8571428571429,275.922857142857,81,22.3,46,0.97,0.976,0.827535714285714,1.22214285714286,"2022350201627.hdf"
6,280.536,133.266666666667,10.26,-40.8222222222222,276.067555555556,73.8888888888889,22.3,46,0.970355555555555,0.976355555555555,0.920433333333333,1.5529,"2022350201627.hdf"
