"policeDistrict","date","temp_K","callscount","temp_F","PM25","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"Central","2023-01-09",274.342222222222,1,34.1459999999997,6.7,7.83,0,0.01,0,0,42,50,34,290,290,18.1,25.1,1,0,0,0,0,0,0
"Central","2023-01-10",281.346666666667,0,46.7540000000006,12,3.58,0,0,0,0,40,49,29,330,290,12.1,15,0,0,0,0,0,0,0
"Central","2023-01-11",277.116666666667,0,39.1400000000007,18.1,3.13,0,0,0,0,36,46,25,110,130,12.1,16.1,1,0,0,0,0,0,1
"Central","2023-01-12",271.94,0,29.822,8.4,4.92,0,0.09,0,0,44,56,40,60,210,10.1,16.1,1,0,0,0,0,0,0
"Central","2023-01-12",271.94,0,29.822,7.1,4.92,0,0.09,0,0,44,56,40,60,210,10.1,16.1,1,0,0,0,0,0,0
"Central","2023-01-14",282.633333333333,0,49.0699999999994,2.2,13.87,0,0,0,0,37,39,31,340,360,25.9,36.9,0,0,0,0,0,0,0
"Central","2023-01-16",274.0875,0,33.6875,3,7.16,0,0,0,0,41,56,29,300,300,17,23.9,0,0,0,0,0,0,0
"Central","2023-01-17",277.012222222222,0,38.9519999999997,9.9,3.8,0,0,0,0,42,50,35,220,220,10.1,15,1,1,0,0,0,0,0
"Central","2023-01-19",274.395555555556,1,34.242,6.3,3.36,0,0.17,0,0,43,44,41,290,300,14.1,19,1,0,0,0,0,0,0
"Central","2023-01-21",281.6,0,47.2100000000001,2.3,6.49,0,0,0,0,41,45,30,350,330,16.1,23,0,0,0,0,0,0,0
"Central","2023-01-21",281.6,0,47.2100000000001,1.7,6.49,0,0,0,0,41,45,30,350,330,16.1,23,0,0,0,0,0,0,0
"Central","2023-01-22",275.3,0,35.8700000000001,5.7,4.7,0,0.31,0,0,36,42,28,50,50,13,17,1,0,0,0,0,0,0
"Central","2023-01-25",278.975555555556,0,42.4860000000009,8.3,7.83,0,0.64,0,0,38,52,31,100,90,18.1,23,1,0,0,1,0,0,0
"Central","2023-01-26",273.302222222222,0,32.2739999999996,2.7,13.2,0,0,0,0,46,50,35,270,260,28,38,0,0,0,0,0,0,0
"Central","2023-01-28",273.928888888889,1,33.4020000000002,7,4.25,0,0,0,0,42,57,32,230,230,15,21.9,0,0,0,0,0,0,0
"Central","2023-01-29",271.886666666667,0,29.7260000000006,12.5,4.03,0,0,0,0,41,52,30,220,250,18.1,28,0,0,0,0,0,0,0
"Central","2023-01-30",275.322222222222,0,35.9099999999997,10.4,2.46,0,0,0,0,47,59,38,160,150,8.9,14.1,1,0,0,0,0,0,0
"Central","2023-01-30",275.322222222222,0,35.9099999999997,11.8,2.46,0,0,0,0,47,59,38,160,150,8.9,14.1,1,0,0,0,0,0,0
"Central","2023-02-01",277.691428571429,0,40.1745714285723,7,4.7,0,0.01,0.2,0,36,40,26,340,360,15,23.9,1,0,0,0,0,0,0
"Central","2023-02-03",281.253333333333,0,46.5859999999994,4.5,16.55,0,0,0,0,34,39,17,300,290,30,44.1,0,0,0,0,0,0,1
"Central","2023-02-04",276.78,0,38.534,3.4,6.26,0,0,0,0,21,31,14,300,290,21,28,0,0,0,0,0,0,0
"Central","2023-02-05",270.302222222222,0,26.8740000000005,7.4,4.25,0,0,0,0,38,57,28,200,190,14.1,21.9,0,0,0,0,0,0,0
"Central","2023-02-05",270.302222222222,0,26.8740000000005,7.5,4.25,0,0,0,0,38,57,28,200,190,14.1,21.9,0,0,0,0,0,0,0
"Central","2023-02-08",274.106666666667,0,33.7220000000007,10.4,5.82,0,0,0,0,50,65,41,300,310,18.1,25.9,0,0,0,0,0,0,0
"Central","2023-02-08",274.106666666667,0,33.7220000000007,11.2,5.82,0,0,0,0,50,65,41,300,310,18.1,25.9,0,0,0,0,0,0,0
"Central","2023-02-09",289.132,0,60.7676000000001,12.5,4.92,0,0,0,0,51,68,38,170,190,15,27.1,0,0,0,0,0,0,1
"Central","2023-02-11",285.262222222222,0,53.8020000000005,5.2,5.37,0,0,0,0,45,51,35,290,300,23.9,31.1,0,0,0,0,0,0,0
"Central","2023-02-11",285.262222222222,0,53.8020000000005,5,5.37,0,0,0,0,45,51,35,290,300,23.9,31.1,0,0,0,0,0,0,0
"Central","2023-02-12",283.773333333333,0,51.1219999999995,8.7,6.49,0,0.62,0,0,40,43,36,50,20,16.1,23,1,0,0,0,0,0,0
"Central","2023-02-15",280.168888888889,0,44.6339999999994,5.8,8.5,0,0,0,0,54,71,45,220,230,23,32,0,0,0,0,0,0,0
"Central","2023-02-17",283.7,0,50.99,6.1,14.32,0,0.77,0,0,56,65,34,310,310,32,49,1,0,0,0,0,0,0
"Central","2023-02-17",283.7,0,50.99,6.7,14.32,0,0.77,0,0,56,65,34,310,310,32,49,1,0,0,0,0,0,0
"Central","2023-02-19",276.637777777778,0,38.2780000000005,6.6,5.59,0,0,0,0,42,60,31,110,160,18.1,28,0,0,0,0,0,0,0
"Central","2023-02-20",273.721666666666,0,33.0289999999997,7.4,6.26,0,0,0,0,54,65,48,230,260,16.1,21,0,0,0,0,0,0,0
"Central","2023-02-20",273.721666666666,0,33.0289999999997,6.9,6.26,0,0,0,0,54,65,48,230,260,16.1,21,0,0,0,0,0,0,0
"Central","2023-02-21",278.34,0,41.342,5.1,7.38,0,0.02,0,0,53,63,41,250,250,30,45,1,0,1,0,0,0,0
"Central","2023-02-23",277.586666666667,0,39.9860000000006,8,3.8,0,0,0,0,54,79,41,300,300,19.9,27.1,0,0,0,0,0,0,0
"Central","2023-02-23",277.586666666667,0,39.9860000000006,10,3.8,0,0,0,0,54,79,41,300,300,19.9,27.1,0,0,0,0,0,0,0
"Central","2023-02-25",285.744444444445,0,54.6700000000002,4.7,6.04,0,0,0,0,36,38,31,100,110,15,18.1,0,0,0,0,1,0,1
"Central","2023-02-27",285.895555555556,0,54.9420000000008,6,6.71,0,0.29,0,0,43,51,30,100,100,19.9,25.9,1,0,0,0,0,0,0
"Central","2023-02-28",277.09,0,39.0920000000001,6,4.25,0,0.06,0,0,44,56,36,50,20,12.1,16.1,1,0,0,0,0,0,1
"Central","2023-03-02",280.307777777778,1,44.8840000000005,7.9,6.26,0,0.05,0,0,52,64,44,280,300,21,31.1,1,0,0,0,0,0,0
"Central","2023-03-05",266.533333333333,0,20.0899999999995,5.2,6.04,0,0,0,0,47,63,29,300,310,25.9,38,0,0,0,0,0,0,0
"Central","2023-03-06",284.114444444445,0,51.7360000000002,5.9,3.8,0,0,0,0,47,59,31,120,360,14.1,19.9,0,0,0,0,0,0,0
"Central","2023-03-07",280.026666666667,0,44.3779999999998,2.8,14.09,0,0,0,0,47,54,39,290,300,29.1,44.1,0,0,0,0,0,0,0
"Central","2023-03-07",280.026666666667,0,44.3779999999998,3.2,14.09,0,0,0,0,47,54,39,290,300,29.1,44.1,0,0,0,0,0,0,0
"Central","2023-03-08",282.673333333333,0,49.1419999999995,1.4,11.86,0,0,0,0,43,54,34,330,360,21.9,32,0,0,0,0,0,0,0
"Central","2023-03-09",281.037777777777,0,46.1979999999995,2,7.16,0,0,0,0,45,56,35,330,330,17,23.9,0,0,0,0,0,0,0
"Central","2023-03-10",283.003333333334,0,49.7360000000003,6.5,6.71,0,0.17,0,0,42,45,33,280,290,14.1,21,1,0,0,0,0,0,0
"Central","2023-03-10",283.003333333334,0,49.7360000000003,5,6.71,0,0.17,0,0,42,45,33,280,290,14.1,21,1,0,0,0,0,0,0
"Central","2023-03-11",277.557777777778,1,39.9340000000005,1.7,14.09,0,0,0,0,42,49,37,320,310,25.1,36,0,0,0,0,0,0,0
"Central","2023-03-12",278.922222222222,1,42.3899999999996,4,4.25,0,0.01,0,0,38,44,31,120,10,12.1,17,1,0,0,1,0,0,0
"Central","2023-03-15",279.583333333333,0,43.5800000000003,1.6,16.78,0,0,0,0,39,52,32,290,290,29.1,42.1,0,0,0,0,0,0,0
"Central","2023-03-16",277.33,0,39.5240000000001,3.6,5.82,0,0,0,0,47,66,31,260,280,17,23.9,0,0,0,0,0,0,0
"Central","2023-03-16",277.33,0,39.5240000000001,3,5.82,0,0,0,0,47,66,31,260,280,17,23.9,0,0,0,0,0,0,0
"Central","2023-03-17",283.981111111111,0,51.4959999999998,14.9,6.71,0,0.01,0,0,51,62,43,300,290,25.1,34,0,0,0,0,0,0,1
"Central","2023-03-18",276.755,0,38.489,3.6,14.32,0,0,0,0,50,53,40,290,290,23.9,36.9,0,0,0,0,0,0,0
"Central","2023-03-19",283.746666666667,0,51.0740000000007,3.6,14.32,0,0,0,0,37,42,27,290,280,28,38.9,0,0,0,0,0,0,0
"Central","2023-03-19",283.746666666667,0,51.0740000000007,3.4,14.32,0,0,0,0,37,42,27,290,280,28,38.9,0,0,0,0,0,0,0
"Central","2023-03-20",285.611111111111,0,54.4299999999998,7.1,5.14,0,0,0,0,38,54,26,260,250,14.1,19.9,0,0,0,0,0,0,0
"Central","2023-03-21",281.262222222222,1,46.6020000000005,8.2,3.58,0,0,0,0,47,64,29,130,120,14.1,18.1,0,0,0,0,0,0,0
"Central","2023-03-22",285.991111111111,0,55.1139999999998,7.1,5.14,0,0,0,0,52,69,39,230,220,17,25.1,0,0,0,0,0,0,0
"Central","2023-03-22",285.991111111111,0,55.1139999999998,8.2,5.14,0,0,0,0,52,69,39,230,220,17,25.1,0,0,0,0,0,0,0
"Central","2023-03-23",279.024444444444,0,42.5739999999992,17.5,5.82,0,0.1,0,0,60,80,52,240,240,18.1,25.1,1,0,1,0,0,0,0
"Central","2023-03-27",295.164444444444,0,71.6259999999992,6,4.47,0,0.06,0,0,53,63,41,130,140,14.1,21,1,0,0,0,0,0,0
"Central","2023-03-28",287.09625,0,57.10325,3.2,7.83,0,0,0,0,52,58,43,330,310,21,29.1,0,0,0,0,0,0,0
"Central","2023-03-28",287.09625,0,57.10325,4.5,7.83,0,0,0,0,52,58,43,330,310,21,29.1,0,0,0,0,0,0,0
"Central","2023-03-29",284.727777777778,0,52.8399999999996,5.9,5.37,0,0,0,0,50,61,34,310,310,21.9,36,0,0,0,0,0,0,1
"Central","2023-03-30",286.763333333333,0,56.5040000000003,4.6,7.61,0,0,0,0,46,54,35,330,340,21.9,28,0,0,0,0,0,0,0
"Central","2023-03-31",285.941111111111,0,55.0239999999999,6.7,7.16,0,0,0,0,49,66,33,220,220,25.9,42.1,0,0,0,0,0,0,0
"Central","2023-03-31",285.941111111111,0,55.0239999999999,7,7.16,0,0,0,0,49,66,33,220,220,25.9,42.1,0,0,0,0,0,0,0
"Central","2023-04-01",277.631111111111,0,40.0659999999999,6.6,15.66,0,0.39,0,0,66,77,49,300,280,42.9,63.1,1,0,1,0,1,0,0
"Central","2023-04-02",291.833333333333,0,65.6299999999994,3.7,11.41,0,0,0,0,51,57,38,290,280,32,45,0,0,0,0,0,0,0
"Central","2023-04-03",286.941111111111,0,56.8239999999999,5.3,5.82,0,0,0,0,51,71,33,120,180,21,27.1,0,0,0,0,0,0,0
"Central","2023-04-03",286.941111111111,0,56.8239999999999,6.3,5.82,0,0,0,0,51,71,33,120,180,21,27.1,0,0,0,0,0,0,0
"Central","2023-04-04",288.114444444445,1,58.9360000000002,10,5.59,0,0,0,0,64,80,49,120,200,16.1,21.9,0,0,0,0,0,0,0
"Central","2023-04-05",294.056666666667,0,69.6319999999997,9.2,7.61,0,0,0,0,68,84,56,120,130,19.9,28,1,1,0,0,0,0,1
"Central","2023-04-06",289.942222222222,1,62.2259999999996,6.7,6.49,0,0.2,0,0,75,87,59,300,310,25.1,32,1,0,1,0,0,0,0
"Central","2023-04-06",289.942222222222,1,62.2259999999996,6.7,6.49,0,0.2,0,0,75,87,59,300,310,25.1,32,1,0,1,0,0,0,0
"Central","2023-04-10",298.573333333333,0,77.7619999999994,5,3.13,0,0,0,0,51,67,34,120,150,15,21,0,0,0,0,0,0,0
"Central","2023-04-11",290.658888888888,0,63.5159999999993,5.8,7.38,0,0,0,0,60,78,44,280,290,21.9,27.1,0,0,0,0,0,0,0
"Central","2023-04-12",291.201111111111,0,64.4919999999998,7.1,10.29,0,0,0,0,70,85,56,280,300,25.1,33.1,0,0,0,0,0,0,0
"Central","2023-04-12",291.201111111111,0,64.4919999999998,7,10.29,0,0,0,0,70,85,56,280,300,25.1,33.1,0,0,0,0,0,0,0
"Central","2023-04-13",305.72,0,90.6260000000001,8.9,6.71,0,0,0,0,73,89,56,230,240,16.1,23.9,0,0,0,0,0,0,0
"Central","2023-04-14",299.899523809524,0,80.1491428571424,14.5,5.14,0,0,0,0,71,86,58,130,120,14.1,19,0,0,0,0,0,0,0
"Central","2023-04-15",297.911111111111,1,76.5699999999999,5.7,4.7,0,0.44,0,0,69,76,64,330,340,15,19,1,1,1,0,0,0,0
"Central","2023-04-15",297.911111111111,1,76.5699999999999,7.1,4.7,0,0.44,0,0,69,76,64,330,340,15,19,1,1,1,0,0,0,0
"Central","2023-04-17",303.773333333333,0,87.1219999999995,3.5,11.18,0,0,0,0,66,71,54,300,220,23,31.1,0,0,0,0,0,0,0
"Central","2023-04-18",302.302222222222,0,84.4739999999996,4,11.41,0,0,0,0,60,72,46,260,270,29.1,45,0,0,0,0,0,0,0
"Central","2023-04-18",302.302222222222,0,84.4739999999996,4.9,11.41,0,0,0,0,60,72,46,260,270,29.1,45,0,0,0,0,0,0,0
"Central","2023-04-19",298.584444444444,0,77.7819999999992,7.4,5.37,0,0,0,0,56,75,37,270,270,18.1,27.1,0,0,0,0,0,0,0
"Central","2023-04-20",291.861111111111,0,65.6799999999998,12.1,5.14,0,0,0,0,64,81,48,110,60,13,18.1,0,0,0,0,0,0,0
"Central","2023-04-21",295.264222222222,0,71.8055999999996,12,6.93,0,0,0,0,67,84,55,130,140,14.1,21.9,1,0,0,0,0,0,1
"Central","2023-04-21",295.264222222222,0,71.8055999999996,13.5,6.93,0,0,0,0,67,84,55,130,140,14.1,21.9,1,0,0,0,0,0,1
"Central","2023-04-22",297.339444444444,1,75.5410000000001,12.7,7.61,0,0.86,0,0,69,77,57,250,250,32,42.9,1,0,1,0,1,0,0
"Central","2023-04-23",292.888571428571,0,67.5294285714279,4.9,8.72,0,0,0,0,58,65,45,310,280,17,25.1,0,0,0,0,0,0,0
"Central","2023-04-24",297.204444444444,0,75.2979999999992,3.3,6.93,0,0,0,0,51,61,40,290,320,16.1,23.9,0,0,0,0,0,0,0
"Central","2023-04-24",297.204444444444,0,75.2979999999992,5,6.93,0,0,0,0,51,61,40,290,320,16.1,23.9,0,0,0,0,0,0,0
"Central","2023-04-25",288.818888888889,0,60.2039999999994,6.4,4.7,0,0,0,0,51,61,37,270,290,16.1,27.1,0,0,0,0,0,0,0
"Central","2023-04-26",282.496666666667,1,48.8240000000007,9.2,4.92,0,0.06,0,0,53,66,39,120,130,16.1,23,1,0,0,0,0,0,0
"Central","2023-04-27",289.771111111111,2,61.9179999999998,7.5,8.5,0,0,0,0,58,67,52,100,90,17,23.9,1,0,0,0,0,0,0
"Central","2023-04-27",289.771111111111,2,61.9179999999998,8.9,8.5,0,0,0,0,58,67,52,100,90,17,23.9,1,0,0,0,0,0,0
"Central","2023-05-05",287.751111111111,0,58.2819999999998,4.4,3.8,0,0,0,0,56,69,41,350,360,14.1,21.9,0,0,0,0,0,0,0
"Central","2023-05-06",292.04,0,66.0020000000001,4.9,3.13,0,0,0,0,59,75,43,310,330,14.1,19.9,0,0,0,0,0,0,0
"Central","2023-05-06",292.04,0,66.0020000000001,5.8,3.13,0,0,0,0,59,75,43,310,330,14.1,19.9,0,0,0,0,0,0,0
"Central","2023-05-07",294.606666666667,0,70.6220000000007,9.1,1.79,0,0.02,0,0,62,76,47,230,240,10.1,14.1,1,0,0,0,0,0,0
"Central","2023-05-08",286.68,0,56.3540000000001,6.2,6.49,0,0,0,0,69,83,58,290,340,18.1,33.1,1,0,0,0,0,0,0
"Central","2023-05-09",291.772857142857,1,65.5211428571426,5.2,4.47,0,0.02,0,0,65,69,49,60,60,14.1,23,0,0,0,0,0,0,0
"Central","2023-05-09",291.772857142857,1,65.5211428571426,6.8,4.47,0,0.02,0,0,65,69,49,60,60,14.1,23,0,0,0,0,0,0,0
"Central","2023-05-11",293.153333333334,0,68.0060000000004,12.2,3.58,0,0,0,0,64,83,46,230,340,14.1,19.9,0,0,0,0,0,0,0
"Central","2023-05-13",297.225,0,75.3350000000001,14.3,3.13,0,0.3,0,0,69,74,58,340,40,12.1,19.9,1,0,0,0,0,0,1
"Central","2023-05-15",304.435555555556,0,88.3140000000008,5,5.14,0,0,0,0,65,77,51,250,350,13,17,0,0,0,0,0,0,1
"Central","2023-05-15",304.435555555556,0,88.3140000000008,5.3,5.14,0,0,0,0,65,77,51,250,350,13,17,0,0,0,0,0,0,1
"Central","2023-05-16",307.1,0,93.1100000000001,9.4,8.5,0,0,0,0,68,82,56,250,270,18.1,30,0,0,0,0,0,0,1
"Central","2023-05-17",290.315,0,62.897,7.2,8.72,0,0,0,0,67,72,55,340,350,18.1,28,0,0,0,0,0,0,0
"Central","2023-05-18",302.906666666667,0,85.5620000000006,4.6,7.16,0,0,0,0,60,71,47,130,100,14.1,21,0,0,0,0,0,0,0
"Central","2023-05-18",302.906666666667,0,85.5620000000006,5.6,7.16,0,0,0,0,60,71,47,130,100,14.1,21,0,0,0,0,0,0,0
"Central","2023-05-19",295.432222222222,0,72.1079999999996,6,6.93,0,0,0,0,64,75,50,110,100,21,31.1,0,0,0,0,0,0,0
"Central","2023-05-22",303.424444444444,0,86.4939999999993,13.4,4.47,0,0,0,0,68,82,51,100,20,13,19.9,0,0,0,0,0,0,0
"Central","2023-05-23",299.725555555556,0,79.836,13.5,6.71,0,0,0,0,67,75,54,60,40,15,19.9,1,0,0,0,0,0,1
"Central","2023-05-24",302.354285714286,0,84.5677142857148,11,4.03,0,0,0,0,66,84,49,10,20,19.9,29.1,0,0,0,0,0,0,0
"Central","2023-05-24",302.354285714286,0,84.5677142857148,13,4.03,0,0,0,0,66,84,49,10,20,19.9,29.1,0,0,0,0,0,0,0
"Central","2023-05-25",295.96,0,73.058,6.3,8.28,0,0,0,0,66,74,54,30,30,18.1,30,0,0,0,0,0,0,0
"Central","2023-05-26",307.364444444444,0,93.5859999999993,6.1,3.8,0,0,0,0,63,75,49,50,90,13,18.1,0,0,0,0,0,0,0
"Central","2023-05-27",295.761428571428,0,72.7005714285713,4.9,5.37,0,0,0,0,65,78,48,100,60,17,21.9,0,0,0,0,0,0,0
"Central","2023-05-27",295.761428571428,0,72.7005714285713,6.1,5.37,0,0,0,0,65,78,48,100,60,17,21.9,0,0,0,0,0,0,0
"Central","2023-05-28",296.767777777778,0,74.5120000000005,5.9,5.82,0,0,0,0,66,77,52,100,100,15,19,0,0,0,0,0,0,0
"Central","2023-05-31",307.708888888889,0,94.2060000000003,NA,5.37,0,0,0,0,66,80,46,110,110,16.1,21,0,0,0,0,0,0,0
"Central","2023-06-01",306.333333333333,0,91.7299999999994,NA,2.91,0,0,0,0,70,87,54,120,120,13,17,0,0,0,0,0,0,1
"Central","2023-06-02",302.422380952381,0,84.6902857142858,19.4,4.03,0,0,0,0,77,97,59,60,30,14.1,21,1,0,0,0,0,0,1
"Central","2023-06-03",304.073333333333,0,87.6619999999994,13.7,10.29,0,0,0,0,78,85,62,110,110,21,27.1,0,0,0,0,0,0,1
"Central","2023-06-05",301,0,82.1300000000001,5.8,5.37,0,0,0,0,68,82,56,330,340,17,25.1,0,0,0,0,0,0,0
"Central","2023-06-05",301,0,82.1300000000001,7,5.37,0,0,0,0,68,82,56,330,340,17,25.1,0,0,0,0,0,0,0
"Central","2023-06-06",298.257555555556,0,77.1936,30.5,8.28,0,0,0,0,70,83,56,270,290,18.1,25.9,0,0,0,0,0,0,1
"Central","2023-06-07",296.552222222222,0,74.1240000000005,83,5.37,0,0,0,0,70,81,55,290,340,15,21.9,0,0,0,0,0,0,1
"Central","2023-06-08",304.442222222222,0,88.3259999999996,105.7,6.26,0,0,0,0,68,80,56,110,330,16.1,28,0,0,0,0,0,0,1
"Central","2023-06-08",304.442222222222,0,88.3259999999996,114.3,6.26,0,0,0,0,68,80,56,110,330,16.1,28,0,0,0,0,0,0,1
"Central","2023-06-09",297.768,0,76.3124000000001,20.1,6.71,0,0.01,0,0,66,77,53,290,290,23.9,33.1,0,0,0,0,0,0,0
"Central","2023-06-10",300.6675,0,81.5315000000001,16,6.49,0,0,0,0,70,87,51,270,290,18.1,23.9,0,0,0,0,0,0,0
"Central","2023-06-11",299.316666666666,0,79.0999999999997,21.7,5.37,0,0,0,0,76,89,58,150,190,15,23,0,0,0,0,0,0,1
"Central","2023-06-11",299.316666666666,0,79.0999999999997,23.3,5.37,0,0,0,0,76,89,58,150,190,15,23,0,0,0,0,0,0,1
"Central","2023-06-12",309.757777777778,0,97.8940000000005,13,8.28,0,0.13,0,0,76,81,60,290,220,21.9,34,1,0,1,0,0,0,1
"Central","2023-06-14",298.029027777778,0,76.7822500000004,7.2,8.5,0,0.02,0,0,71,84,60,290,240,25.1,40,0,0,0,0,0,0,0
"Central","2023-06-14",298.029027777778,0,76.7822500000004,7.8,8.5,0,0.02,0,0,71,84,60,290,240,25.1,40,0,0,0,0,0,0,0
"Central","2023-06-15",293.176,0,68.0468,8.3,4.47,0,0,0,0,71,84,53,280,300,15,23,0,0,0,0,0,0,0
"Central","2023-06-16",300.786666666667,0,81.7459999999998,12.4,4.92,0,0.02,0,0,70,83,59,310,330,25.9,36.9,0,0,0,0,0,0,1
"Central","2023-06-17",293.3775,0,68.4095,17.5,9.4,0,0,0,0,72,85,59,280,320,21.9,30,0,0,0,0,0,0,1
"Central","2023-06-17",293.3775,0,68.4095,19.9,9.4,0,0,0,0,72,85,59,280,320,21.9,30,0,0,0,0,0,0,1
"Central","2023-06-19",302.441111111111,0,84.7239999999999,20.9,6.49,0,0,0,0,75,90,58,80,100,18.1,25.9,0,0,0,0,0,0,1
"Central","2023-06-20",295.688888888889,0,72.5700000000002,14.6,12.97,0,0,0,0,76,80,70,80,50,18.1,25.9,1,0,0,0,0,0,1
"Central","2023-06-20",295.688888888889,0,72.5700000000002,15.2,12.97,0,0,0,0,76,80,70,80,50,18.1,25.9,1,0,0,0,0,0,1
"Central","2023-06-26",310.9,0,99.95,11.3,5.82,0,0,0,0,81,90,73,350,240,14.1,23,0,0,1,0,0,0,1
"Central","2023-06-26",310.9,0,99.95,12.2,5.82,0,0,0,0,81,90,73,350,240,14.1,23,0,0,1,0,0,0,1
"Central","2023-06-28",310.22,0,98.7260000000001,30.6,7.61,0,0,0,0,74,83,66,310,310,17,27.1,0,0,0,0,0,0,1
"Central","2023-06-30",299.570476190476,0,79.5568571428577,45.5,4.92,0,0.97,0,0,74,86,63,260,260,23,35.1,1,0,1,0,0,0,1
"Central","2023-07-04",296.715555555556,0,74.4180000000009,12.2,4.25,0,0.07,0,0,81,92,72,230,230,17,25.9,0,0,0,0,0,0,1
"Central","2023-07-06",306.1,0,91.3100000000001,13.1,3.58,0,0,0,0,83,91,73,260,280,14.1,17,1,0,1,0,0,0,1
"Central","2023-07-07",302.631111111111,0,85.0659999999998,13.5,2.46,0,0.25,0,0,81,90,73,260,240,17,25.1,1,0,1,0,0,0,0
"Central","2023-07-08",312.631111111111,0,103.066,10.2,4.47,0,0.01,0,0,81,92,74,120,160,13,19,1,0,1,0,0,0,1
"Central","2023-07-08",312.631111111111,0,103.066,12.1,4.47,0,0.01,0,0,81,92,74,120,160,13,19,1,0,1,0,0,0,1
"Central","2023-07-11",300.714285714286,0,81.6157142857149,8.8,3.58,0,0,0,0,80,92,66,250,320,12.1,17,0,0,0,0,0,0,0
"Central","2023-07-11",300.714285714286,0,81.6157142857149,9.9,3.58,0,0,0,0,80,92,66,250,320,12.1,17,0,0,0,0,0,0,0
"Central","2023-07-12",304.112222222222,0,87.7320000000005,11.1,5.82,0,0,0,0,81,93,68,270,330,13,19,0,0,0,0,0,0,1
"Central","2023-07-13",301.248571428571,0,82.5774285714287,13.4,6.93,0,0,0,0,84,96,72,260,230,17,23,0,0,0,0,0,0,0
"Central","2023-07-14",304.747777777778,0,88.8760000000004,5.5,5.82,0,0.02,0,0,84,93,72,290,300,16.1,19.9,0,0,1,0,0,0,0
"Central","2023-07-14",304.747777777778,0,88.8760000000004,5,5.82,0,0.02,0,0,84,93,72,290,300,16.1,19.9,0,0,1,0,0,0,0
"Central","2023-07-15",314.148888888889,0,105.798,9.3,4.92,0,0.02,0,0,80,91,70,160,150,14.1,19.9,0,0,0,0,0,0,0
"Central","2023-07-16",308.385714285714,0,95.4242857142853,5.6,3.8,0,0.05,0,0,80,87,75,80,340,8.1,13,1,0,0,0,0,0,0
"Central","2023-07-18",297.951111111111,1,76.6419999999999,28.2,4.92,0,0,0,0,82,90,72,260,270,15,19.9,1,0,0,0,0,0,1
"Central","2023-07-19",303.691111111111,0,86.9739999999999,16.2,4.92,0,0.75,0,0,79,89,72,230,230,21,35.1,1,0,1,0,0,0,1
"Central","2023-07-22",303.495555555555,0,86.6219999999999,7.3,4.7,0,0,0,0,77,86,67,340,350,12.1,21.9,0,0,0,0,0,0,0
"Central","2023-07-23",299.91,0,80.168,8.4,2.91,0,0,0,0,77,89,64,140,140,14.1,19,0,0,0,0,0,0,0
"Central","2023-07-23",299.91,0,80.168,8.4,2.91,0,0,0,0,77,89,64,140,140,14.1,19,0,0,0,0,0,0,0
"Central","2023-07-24",303.582222222222,0,86.7779999999997,NA,6.49,0,1.97,0,0,78,86,68,240,240,16.1,21.9,1,0,1,0,0,0,1
"Central","2023-07-26",297.82,0,76.406,12.1,4.03,0,0,0,0,79,89,68,130,140,13,18.1,1,0,0,0,0,0,0
"Central","2023-07-26",297.82,0,76.406,9.6,4.03,0,0,0,0,79,89,68,130,140,13,18.1,1,0,0,0,0,0,0
"Central","2023-07-27",312.195555555556,0,102.282000000001,10.6,6.93,0,0,0,0,85,97,76,260,250,17,23.9,0,0,0,0,0,0,0
"Central","2023-07-30",307.866666666667,1,94.4900000000007,2.8,4.7,0,0,0,0,78,86,69,340,350,15,25.1,0,0,0,0,0,0,0
"Central","2023-07-31",303.165555555555,0,86.0279999999999,4.2,5.59,0,0,0,0,77,86,66,340,350,15,25.1,0,0,0,0,0,0,0
"Central","2023-08-01",307.74,0,94.2620000000001,6.3,4.03,0,0,0,0,74,82,63,40,350,10.1,21.9,0,0,0,0,0,0,0
"Central","2023-08-01",307.74,0,94.2620000000001,5,4.03,0,0,0,0,74,82,63,40,350,10.1,21.9,0,0,0,0,0,0,0
"Central","2023-08-02",300.743333333333,0,81.6680000000003,4,4.03,0,0,0,0,73,83,60,70,90,13,18.1,0,0,0,0,0,0,0
"Central","2023-08-03",302.156666666667,0,84.2119999999998,7.2,6.26,0,0.02,0,0,73,80,65,200,230,16.1,27.1,1,0,0,0,0,0,0
"Central","2023-08-06",294.144444444444,0,69.7899999999992,13.4,5.14,0,0.77,0,0,79,89,69,130,150,14.1,21.9,1,0,1,0,0,0,1
"Central","2023-08-09",300.7425,0,81.6665000000001,6.8,7.16,0,0,0,0,77,88,66,300,240,14.1,23,0,0,0,0,0,0,0
"Central","2023-08-10",302.146666666667,0,84.1940000000006,11.3,5.14,0,0.05,0,0,78,83,72,290,310,15,23,0,0,0,0,0,0,1
"Central","2023-08-10",302.146666666667,0,84.1940000000006,9,5.14,0,0.05,0,0,78,83,72,290,310,15,23,0,0,0,0,0,0,1
"Central","2023-08-12",295.537777777778,0,72.2980000000004,10.8,3.8,0,0,0,0,81,93,70,200,190,12.1,19,0,0,0,0,0,0,0
"Central","2023-08-13",312.453333333333,0,102.745999999999,5.7,7.61,0,0,0,0,84,91,70,290,310,19.9,29.1,0,0,0,0,0,0,0
